Ordered Files
File	Time
"o100"	0
"o1000"	0
"o10000"	0
"o100000"	0.0158226
"o1000000"	0.168807
"o1250000"	0.289019
"o15000"	0
"o1500000"	0.256494
"o200"	0
"o2000"	0
"o200000"	0.0316761
"o2000000"	0.332091
"o30000"	0.0050258
"o500"	0
"o5000"	0
"o50000"	0
"o500000"	0.0650287
"o7500"	0
"o75000"	0.0152269
"o750000"	0.108863
