Partially Ordered
File	Time
"po100"	0
"po1000"	0
"po10000"	0
"po100000"	0.0075087
"po1000000"	0.218946
"po1250000"	0.206222
"po15000"	0.0046121
"po1500000"	0.263729
"po200"	0
"po2000"	0
"po200000"	0.0295136
"po2000000"	0.318821
"po30000"	0
"po500"	0
"po5000"	0
"po50000"	0
"po500000"	0.0645178
"po7500"	0
"po75000"	0.0221368
"po750000"	0.118231
